Order_ID,Date,Region,State,City,Customer_ID,Customer_Name,Customer_Segment,Sales_Rep_ID,Sales_Rep_Name,Manager_Name,Product_Category,Sub_Category,Product_Name,Product_SKU,Units_Sold,Unit_Price,Discount_%,COGS,Revenue,Profit,Profit_Margin_%,Payment_Mode,Delivery_Days,Return_Flag,Customer_Rating,Channel,Quarter,Month_Name,Year
ORD-2254,2021-03-29,West,Gujarat,Ahmedabad,CUST-6650,Customer 328,B2B,REP-33,Rep Name 34,Manager 2,Furniture,Chairs,Exec Leather,FUR-CHA-648,2,779.97,12.93,671.56,1358.17,686.61,50.55,Bank Transfer,11,0,3,Partner,Q1,Mar,2021
ORD-6913,2021-03-29,Central,Madhya Pradesh,Indore,CUST-7320,Customer 302,B2B,REP-17,Rep Name 21,Manager 3,Electronics,Laptops,UltraSlim 13,ELE-LAP-286,10,$336.17,9.89,1878.25,3029.06,1150.81,37.99,Bank Transfer,5,0,4,Online,Q1,Mar,2021
ORD-8048,2021-03-29,West,Gujarat,Ahmedabad,CUST-3745,Customer 326,Enterprise,REP-42,Rep Name 22,Manager 3,Electronics,Laptops,ProBook X1,ELE-LAP-618,86,885.37,13.3,34463.15,66014.08,31550.93,47.79,Cash,6,0,5,Partner,Q1,Mar,2021
ORD-9972,2021-03-29,West,Maharashtra,Mumbai,CUST-3097,Customer 296,B2C,REP-36,Rep Name 21,Manager 5,Furniture,Desks,Wooden Classic,FUR-DES-588,7,248.29,14.72,928.42,1482.25,553.83,37.36,Credit Card,1,0,5,Offline,Q1,Mar,2021
ORD-11215,2021-03-29,West,Gujarat,Ahmedabad,CUST-2216,Customer 312,Enterprise,REP-29,Rep Name 38,Manager 1,Office Supplies,Paper,Legal Size Ream,OFF-PAP-294,157,1232.79,11.49,80267.69,171311.92,91044.24,53.15,UPI,5,0,3,Online,Q1,Mar,2021
ORD-13541,2021-03-29,East,West Bengal,Kolkata,CUST-2031,Customer 421,B2C,REP-43,Rep Name 39,Manager 5,Electronics,Phones,X-Phone 12,ELE-PHO-783,13,1076.01,17.16,5675.64,11587.04,5911.4,51.02,Bank Transfer,1,1,5,Online,Q1,Mar,2021
ORD-15362,2021-03-29,West,Maharashtra,Mumbai,CUST-3479,Customer 472,B2C,REP-38,Rep Name 31,Manager 1,Furniture,Chairs,Exec Leather,FUR-CHA-309,8,790.19,17.07,3595.22,5242.27,1647.06,31.42,Cash,9,0,3,Offline,Q1,Mar,2021
ORD-13105,2021-03-30,West,Gujarat,Ahmedabad,CUST-8303,Customer 160,B2C,REP-32,Rep Name 5,Manager 4,Office Supplies,Paper,A4 Ream Premium,OFF-PAP-595,9,319.43,15.61,1425.56,2426.09,1000.53,41.24,UPI,5,0,2,Offline,Q1,Mar,2021
ORD-1119,2021-04-01,East,Odisha,Bhubaneswar,CUST-8875,Customer 175,Enterprise,REP-22,Rep Name 40,Manager 3,Electronics,Laptops,GamerZ 15,ELE-LAP-732,113,1439.31,22.98,-71420.74,-125258.86,-53838.119999999995,42.98,Bank Transfer,4,1,1,Online,Q2,Apr,2021
ORD-9539,2021-04-01,South,Karnataka,Bangalore,CUST-4579,Customer 377,B2C,REP-45,Rep Name 32,Manager 2,Office Supplies,Binders,Ring Binder Set,OFF-BIN-324,11,100.28,12.79,537.42,962.01,424.59,44.14,Bank Transfer,1,0,5,Online,Q2,Apr,2021
ORD-8558,2021-04-02,East,Odisha,Bhubaneswar,CUST-2855,Customer 286,Enterprise,REP-37,Rep Name 23,Manager 5,Office Supplies,Binders,Archive Box Pack,OFF-BIN-472,135,1462.13,15.2,112152.23,167376.1,55223.87,32.99,Bank Transfer,1,1,4,Partner,Q2,Apr,2021
ORD-13018,2021-04-02,Central,Chhattisgarh,Raipur,CUST-3068,Customer 400,Enterprise,REP-12,Rep Name 29,Manager 5,Furniture,Chairs,Exec Leather,FUR-CHA-838,57,866.88,25.47,24343.44,36826.34,12482.9,33.9,UPI,14,0,2,Offline,Q2,Apr,2021
ORD-3901,2021-04-03,East,Odisha,Bhubaneswar,CUST-2840,Customer 381,B2B,REP-15,Rep Name 5,Manager 2,Furniture,Chairs,Ergo Deluxe,FUR-CHA-560,6,873.52,10.07,2801.23,4713.55,1912.32,40.57,Credit Card,5,0,5,Online,Q2,Apr,2021
ORD-4548,2021-04-03,North,Punjab,Ludhiana,CUST-7820,Customer 70,Enterprise,REP-32,Rep Name 1,Manager 5,Electronics,Laptops,ProBook X1,ELE-LAP-837,182,260.33,21.77,21782.42,37065.9,15283.48,41.23,Bank Transfer,1,0,5,Online,Q2,Apr,2021
ORD-6990,2021-04-03,East,Odisha,Bhubaneswar,CUST-7639,Customer 434,Enterprise,REP-18,Rep Name 1,Manager 2,Electronics,Phones,X-Phone 12,ELE-PHO-523,44,40.41,14.63,907.9,1518.14,610.24,40.2,Bank Transfer,4,0,3,,Q2,Apr,2021
ORD-15113,2021-04-03,East,Odisha,Bhubaneswar,CUST-4150,Customer 230,B2C,REP-21,Rep Name 18,Manager 5,Office Supplies,Paper,Legal Size Ream,OFF-PAP-133,14,667.57,1.26,5932.69,9228.52,3295.83,35.71,Credit Card,11,0,5,Offline,Q2,Apr,2021
ORD-6246,2021-04-04,East,West Bengal,Kolkata,CUST-2758,Customer 481,B2C,REP-38,Rep Name 14,Manager 5,Electronics,Laptops,GamerZ 15,ELE-LAP-898,11,1349.63,13.9,6643.19,12781.69,6138.5,48.03,Bank Transfer,14,0,5,Offline,Q2,Apr,2021
ORD-7958,2021-04-04,Central,Madhya Pradesh,Indore,CUST-3033,Customer 194,Enterprise,REP-35,Rep Name 23,Manager 4,Furniture,Chairs,Office Standard,FUR-CHA-462,99,867.6,12.05,50515.51,75541.89,25026.38,33.13,Credit Card,3,0,3,Offline,Q2,Apr,2021
ORD-1418,2021-04-05,Central,Chhattisgarh,Raipur,CUST-7570,Customer 288,B2C,REP-34,Rep Name 20,Manager 4,Electronics,Laptops,GamerZ 15,ELE-LAP-568,13,1059.47,13.74,7502.36,11880.69,4378.33,36.85,Credit Card,8,0,5,Partner,Q2,Apr,2021
ORD-4323,2021-04-05,South,Karnataka,Bangalore,CUST-3525,Customer 114,B2C,REP-48,Rep Name 4,Manager 2,Electronics,Laptops,GamerZ 15,ELE-LAP-491,15,141.5,7.27,901.45,1968.13,1066.69,54.2,UPI,2,0,5,Offline,Q2,Apr,2021
ORD-7519,2021-04-05,Central,Chhattisgarh,Raipur,CUST-5734,Customer 16,Enterprise,REP-45,Rep Name 39,Manager 1,Office Supplies,Binders,Ring Binder Set,OFF-BIN-323,50,1323.68,16.44,42527.41,55304.59,12777.18,23.1,Cash,5,1,4,Offline,Q2,Apr,2021
ORD-11773,2021-04-05,West,Gujarat,Ahmedabad,CUST-8196,Customer 284,Enterprise,REP-22,Rep Name 35,Manager 5,Furniture,Chairs,Ergo Deluxe,FUR-CHA-738,82,590.18,29.38,20596.31,34177.67,13581.36,39.74,Credit Card,1,0,4,Online,Q2,Apr,2021
ORD-12731,2021-04-05,Central,Chhattisgarh,Raipur,CUST-4460,Customer 181,Enterprise,REP-40,Rep Name 34,Manager 4,Office Supplies,Binders,Ring Binder Set,OFF-BIN-144,103,235,29.12,16360.22,17157.26,797.05,4.65,UPI,3,0,4,Online,Q2,Apr,2021
ORD-13660,2021-04-05,Central,Madhya Pradesh,Indore,CUST-8226,Customer 32,B2C,REP-30,Rep Name 1,Manager 1,Electronics,Phones,X-Phone 12,ELE-PHO-751,15,1175.72,19.34,10695.53,14224.38,3528.85,24.81,Bank Transfer,14,1,3,Offline,Q2,Apr,2021
ORD-13706,2021-04-05,East,West Bengal,Kolkata,CUST-8261,Customer 40,B2C,REP-15,Rep Name 33,Manager 5,Office Supplies,Binders,Archive Box Pack,OFF-BIN-734,3,1353.52,6.29,1677.08,3805.3,2128.22,55.93,Bank Transfer,8,0,3,Offline,Q2,Apr,2021
ORD-14119,2021-04-05,East,Odisha,Bhubaneswar,CUST-5004,Customer 37,Enterprise,REP-36,Rep Name 29,Manager 2,Furniture,Desks,Corner L-Desk,FUR-DES-384,160,70.17,24.96,7558.57,8424.37,865.8,10.28,Cash,9,0,2,Offline,Q2,Apr,2021
ORD-8758,2021-04-06,Central,Madhya Pradesh,Indore,CUST-5920,Customer 148,B2C,REP-26,Rep Name 28,Manager 3,Furniture,Chairs,Ergo Deluxe,FUR-CHA-597,6,1436.55,7.22,5614.29,7997.09,2382.8,29.8,UPI,1,0,4,Online,Q2,Apr,2021
ORD-9554,2021-04-06,West,Gujarat,Ahmedabad,CUST-7984,Customer 169,B2B,REP-10,Rep Name 12,Manager 3,Furniture,Desks,Standing Pro,FUR-DES-845,14,1487.62,19.92,9371.47,16677.35,7305.88,43.81,Credit Card,3,0,3,Online,Q2,Apr,2021
ORD-7152,2021-04-07,Central,Madhya Pradesh,Indore,CUST-4644,Customer 112,B2C,REP-50,Rep Name 37,Manager 4,Office Supplies,Binders,Ring Binder Set,OFF-BIN-867,1,1169.96,15.39,503.26,989.91,486.65,49.16,Bank Transfer,2,0,1,Online,Q2,Apr,2021
ORD-9270,2021-04-07,West,Gujarat,Ahmedabad,CUST-6884,Customer 125,Enterprise,REP-12,Rep Name 24,Manager 5,Furniture,Chairs,Exec Leather,FUR-CHA-699,114,772.18,10.1,40864.59,79133.69,38269.09,48.36,UPI,6,1,3,Partner,Q2,Apr,2021
ORD-10789,2021-04-07,West,Maharashtra,Mumbai,CUST-2886,Customer 392,B2C,REP-15,Rep Name 39,Manager 3,Furniture,Desks,Wooden Classic,FUR-DES-823,14,84.6,16.36,533.61,990.62,457.01,46.13,Bank Transfer,2,0,5,Online,Q2,Apr,2021
ORD-11267,2021-04-07,West,Gujarat,Ahmedabad,CUST-2240,Customer 278,Enterprise,REP-24,Rep Name 33,Manager 5,Furniture,Chairs,Office Standard,FUR-CHA-267,151,1454.73,17.69,137638.55,180812.22,43173.67,23.88,Bank Transfer,7,0,4,Partner,Q2,Apr,2021
ORD-11309,2021-04-07,Central,Madhya Pradesh,Indore,CUST-4729,Customer 344,Enterprise,REP-15,Rep Name 35,Manager 3,Furniture,Chairs,Office Standard,FUR-CHA-143,118,696.14,17.75,42786.08,67563.41,24777.33,36.67,Bank Transfer,6,0,1,Offline,Q2,Apr,2021
ORD-12059,2021-04-07,North,Punjab,Ludhiana,CUST-6541,Customer 476,B2C,REP-45,Rep Name 2,Manager 2,Office Supplies,Binders,Ring Binder Set,OFF-BIN-794,13,24.66,16.55,161.29,267.53,106.24,39.71,Credit Card,4,0,5,Online,Q2,Apr,2021
ORD-12989,2021-04-07,Central,Chhattisgarh,Raipur,CUST-6708,Customer 280,B2B,REP-48,Rep Name 21,Manager 5,Electronics,Phones,V-Smart,ELE-PHO-581,5,158.45,10.07,429.65,712.46,282.81,39.69,Cash,9,1,5,Offline,Q2,Apr,2021
ORD-4278,2021-04-08,South,Tamil Nadu,Chennai,CUST-7672,Customer 16,Enterprise,REP-45,Rep Name 3,Manager 3,Furniture,Desks,Corner L-Desk,FUR-DES-830,116,1045.75,10.39,57365.9,108703.11,51337.2,47.23,Bank Transfer,2,1,5,Online,Q2,Apr,2021
ORD-2026,2021-04-09,South,Tamil Nadu,Chennai,CUST-2396,Customer 82,Enterprise,REP-12,Rep Name 5,Manager 3,Electronics,Laptops,UltraSlim 13,ELE-LAP-265,63,1488.24,13.57,44136,81035.03,36899.04,45.53,Bank Transfer,7,0,3,Offline,Q2,Apr,2021
ORD-6549,2021-04-09,East,Odisha,Bhubaneswar,CUST-3284,Customer 230,B2B,REP-49,Rep Name 32,Manager 3,Electronics,Phones,X-Phone 12,ELE-PHO-885,3,326.88,19.74,548.37,787.12,238.74,30.33,Cash,11,0,4,Offline,Q2,Apr,2021
ORD-8152,2021-04-10,West,Gujarat,Ahmedabad,CUST-5818,Customer 459,B2C,REP-22,Rep Name 24,Manager 1,Electronics,Phones,S-Galaxy 22,ELE-PHO-918,12,487.88,16.4,2792.84,4894.17,2101.33,42.94,Cash,5,0,4,Partner,Q2,Apr,2021
ORD-12227,2021-04-10,South,Karnataka,Bangalore,CUST-3932,Customer 34,B2C,REP-13,Rep Name 24,Manager 4,Furniture,Chairs,Ergo Deluxe,FUR-CHA-761,2,483.35,19.07,426.4,782.38,355.98,45.5,Cash,1,0,3,Partner,Q2,Apr,2021
ORD-13860,2021-04-10,North,Punjab,Ludhiana,CUST-2828,Customer 270,B2B,REP-40,Rep Name 13,Manager 1,Furniture,Desks,Wooden Classic,FUR-DES-354,1,1176.34,0.66,793.29,1168.56,375.27,32.11,Credit Card,2,0,2,Online,Q2,Apr,2021
ORD-15467,2021-04-10,West,Maharashtra,Mumbai,CUST-5590,Customer 406,Enterprise,REP-33,Rep Name 39,Manager 5,Office Supplies,Binders,Ring Binder Set,OFF-BIN-233,101,451.97,20.2,28735.06,36425.39,7690.33,21.11,Cash,8,0,4,Offline,Q2,Apr,2021
ORD-2783,2021-04-11,Central,Chhattisgarh,Raipur,CUST-2155,Customer 382,B2B,REP-12,Rep Name 28,Manager 3,Office Supplies,Binders,Ring Binder Set,OFF-BIN-123,14,840.6,14.68,6662.18,10040.45,3378.27,33.65,Bank Transfer,2,1,1,Offline,Q2,Apr,2021
ORD-6655,"Apr 11, 2021",East,West Bengal,Kolkata,CUST-1278,Customer 297,B2C,REP-10,Rep Name 33,Manager 4,Office Supplies,Binders,Archive Box Pack,OFF-BIN-412,11,1108.6,4.19,6738.1,11684.15,4946.05,42.33,Bank Transfer,10,0,4,Partner,Q2,Apr,2021
ORD-11565,2021-04-11,West,Maharashtra,Mumbai,CUST-2954,Customer 141,Enterprise,REP-34,Rep Name 38,Manager 4,Furniture,Desks,Corner L-Desk,FUR-DES-520,74,408.98,15.9,19826.15,25452.42,5626.27,22.11,Credit Card,5,0,3,Online,Q2,Apr,2021
ORD-11596,2021-04-11,West,Gujarat,Ahmedabad,CUST-2847,Customer 395,B2B,REP-41,Rep Name 24,Manager 5,Furniture,Chairs,Office Standard,FUR-CHA-682,9,456.66,9.81,1887.54,3706.83,1819.29,49.08,Credit Card,2,0,3,Offline,Q2,Apr,2021
ORD-15870,2021-04-11,West,Maharashtra,Mumbai,CUST-2167,Customer 407,Enterprise,REP-44,Rep Name 16,Manager 2,Office Supplies,Paper,A4 Ream Premium,OFF-PAP-761,86,744.17,22.21,34525.77,49782.47,15256.7,30.65,UPI,,0,3,Online,Q2,Apr,2021
ORD-1293,2021-04-12,North,Delhi,New Delhi,CUST-2341,Customer 215,B2B,REP-20,Rep Name 15,Manager 4,Electronics,Phones,X-Phone 12,ELE-PHO-722,10,183,15.99,954.26,1537.32,583.06,37.93,Bank Transfer,8,0,5,Partner,Q2,Apr,2021
ORD-9170,2021-04-12,Central,Madhya Pradesh,Indore,CUST-4130,Customer 82,B2B,REP-44,Rep Name 2,Manager 3,Office Supplies,Paper,Legal Size Ream,OFF-PAP-895,10,38.77,6.95,194.06,360.69,166.63,46.2,Bank Transfer,6,0,5,Offline,Q2,Apr,2021
ORD-11793,2021-04-12,West,Maharashtra,Mumbai,CUST-3868,Customer 325,B2B,REP-47,Rep Name 14,Manager 3,Office Supplies,Binders,Archive Box Pack,OFF-BIN-768,4,291.74,7.64,639.59,1077.82,438.23,40.66,Bank Transfer,,0,2,Online,Q2,Apr,2021
ORD-14661,2021-04-12,North,Punjab,Ludhiana,CUST-2391,Customer 452,B2B,REP-19,Rep Name 33,Manager 2,Furniture,Chairs,Office Standard,FUR-CHA-882,1,808.62,10.82,441.72,721.13,279.41,38.75,Cash,2,0,3,Online,Q2,Apr,2021
ORD-14684,2021-04-12,North,Delhi,New Delhi,CUST-6537,Customer 264,B2C,REP-27,Rep Name 8,Manager 4,Electronics,Phones,V-Smart,ELE-PHO-295,15,494.76,9.07,3723.83,6747.92,3024.09,44.82,UPI,3,0,5,Online,Q2,Apr,2021
ORD-1439,2021-04-13,North,Punjab,Ludhiana,CUST-6227,Customer 203,Enterprise,REP-19,Rep Name 38,Manager 2,Furniture,Chairs,Ergo Deluxe,FUR-CHA-716,53,1108.12,19.75,28354.69,47129.56,18774.86,39.84,Cash,3,0,3,Online,Q2,Apr,2021
ORD-1522,2021-04-13,North,Delhi,New Delhi,CUST-1841,Customer 271,B2C,REP-21,Rep Name 27,Manager 5,Furniture,Chairs,Office Standard,FUR-CHA-244,9,138.13,19.88,762.12,996.02,233.9,23.48,UPI,1,0,5,Online,Q2,Apr,2021
ORD-2253,2021-04-13,East,West Bengal,Kolkata,CUST-7708,Customer 357,,REP-40,Rep Name 6,Manager 3,Furniture,Desks,Corner L-Desk,FUR-DES-823,6,1273.02,12.42,4526.62,6689.78,2163.16,32.34,Bank Transfer,5,0,4,Online,Q2,Apr,2021
ORD-12346,2021-04-13,West,Maharashtra,Mumbai,CUST-7929,Customer 149,B2B,REP-38,Rep Name 33,Manager 3,Office Supplies,Paper,Legal Size Ream,OFF-PAP-497,13,207.98,14.8,1451.76,2303.71,851.95,36.98,UPI,5,0,3,Offline,Q2,Apr,2021
ORD-5833,2021-04-14,North,Punjab,Ludhiana,CUST-1701,Customer 287,B2C,REP-34,Rep Name 13,Manager 3,Office Supplies,Binders,Ring Binder Set,OFF-BIN-690,9,98.72,15.38,404.6,751.83,347.23,46.18,Bank Transfer,3,0,5,Partner,Q2,Apr,2021
ORD-12139,2021-04-14,East,West Bengal,Kolkata,CUST-3233,Customer 304,B2B,REP-36,Rep Name 39,Manager 3,Furniture,Chairs,Office Standard,FUR-CHA-727,3,353.82,13.84,671.92,914.59,242.67,26.53,Cash,2,0,3,Online,Q2,Apr,2021
ORD-12784,2021-04-14,North,Delhi,New Delhi,CUST-4217,Customer 28,Enterprise,REP-20,Rep Name 13,Manager 4,Furniture,Desks,Standing Pro,FUR-DES-479,88,50,16.5,2696.94,3673.97,977.03,26.59,Credit Card,1,0,5,Partner,Q2,Apr,2021
ORD-14231,2021-04-14,East,Odisha,Bhubaneswar,CUST-4560,Customer 329,B2C,REP-42,Rep Name 37,Manager 4,Electronics,Laptops,ProBook X1,ELE-LAP-221,11,262.21,8.86,1726.95,2628.7,901.75,34.3,UPI,7,0,4,Offline,Q2,Apr,2021
ORD-2037,2021-04-15,North,Delhi,New Delhi,CUST-8658,Customer 260,Enterprise,REP-28,Rep Name 23,Manager 2,Office Supplies,Paper,Legal Size Ream,OFF-PAP-295,196,934.71,28.92,92658.91,130214.99,37556.08,28.84,Cash,1,0,4,Online,Q2,Apr,2021
ORD-5763,2021-04-15,North,Delhi,New Delhi,CUST-8887,Customer 374,B2B,REP-34,Rep Name 18,Manager 2,Furniture,Desks,Corner L-Desk,FUR-DES-785,14,320.85,15.87,2481.26,3778.94,1297.69,34.34,UPI,5,0,5,Partner,Q2,Apr,2021
ORD-7151,2021-04-15,Central,Madhya Pradesh,Indore,CUST-8966,Customer 220,B2C,REP-46,Rep Name 38,Manager 1,Electronics,Laptops,GamerZ 15,ELE-LAP-540,11,712.75,16.81,5446.02,6522.43,1076.41,16.5,Credit Card,2,0,3,Online,Q2,Apr,2021
ORD-8484,2021-04-15,West,Maharashtra,Mumbai,CUST-5391,Customer 305,B2C,REP-33,Rep Name 20,Manager 1,Furniture,Desks,Standing Pro,FUR-DES-912,14,170.62,18.21,1062.38,1953.63,891.25,45.62,UPI,4,1,5,Online,Q2,Apr,2021
ORD-11418,2021-04-15,East,Odisha,Bhubaneswar,CUST-7056,Customer 324,B2C,REP-17,Rep Name 5,Manager 4,Office Supplies,Paper,A4 Ream Premium,OFF-PAP-793,9,106.86,6.56,425.53,898.65,473.12,52.65,UPI,2,0,5,Online,Q2,Apr,2021
ORD-7317,2021-04-16,North,Punjab,Ludhiana,CUST-8605,Customer 221,B2B,REP-23,Rep Name 9,Manager 2,Furniture,Desks,Standing Pro,FUR-DES-606,5,1170.48,2.06,3428.15,5731.74,2303.59,40.19,UPI,12,0,3,Offline,Q2,Apr,2021
ORD-10086,2021-04-16,East,Odisha,Bhubaneswar,CUST-3195,Customer 331,B2B,REP-37,Rep Name 9,Manager 4,Office Supplies,Binders,Ring Binder Set,OFF-BIN-818,10,12.89,7.61,57.9,119.11,61.2,51.38,UPI,14,0,2,Partner,Q2,Apr,2021
ORD-1460,2021-04-17,South,Karnataka,Bangalore,CUST-4317,Customer 420,Enterprise,REP-15,Rep Name 33,Manager 4,Office Supplies,Binders,Archive Box Pack,OFF-BIN-463,154,216.12,18.17,22521.03,27234.92,4713.89,17.31,Cash,3,1,4,Offline,Q2,Apr,2021
ORD-14300,2021-04-17,Central,Madhya Pradesh,Indore,CUST-3523,Customer 399,Enterprise,REP-29,Rep Name 10,Manager 2,Office Supplies,Binders,Archive Box Pack,OFF-BIN-840,132,1211.15,16.36,109394.51,133722.55,24328.04,18.19,Cash,11,0,2,Offline,Q2,Apr,2021
ORD-7486,2021-04-18,West,Gujarat,Ahmedabad,CUST-1127,Customer 130,B2C,REP-18,Rep Name 40,Manager 3,Office Supplies,Paper,A4 Ream Premium,OFF-PAP-138,12,612.34,5.67,3976.93,6931.81,2954.88,42.63,Credit Card,3,0,4,Online,Q2,Apr,2021
ORD-13446,2021-04-18,North,Punjab,Ludhiana,CUST-2402,Customer 153,B2C,REP-35,Rep Name 32,Manager 1,Electronics,Laptops,UltraSlim 13,ELE-LAP-965,1,1427.97,8.67,633.71,1304.21,670.5,51.41,Credit Card,1,0,4,Online,Q2,Apr,2021
ORD-13828,2021-04-18,West,Maharashtra,Mumbai,CUST-5845,Customer 239,B2B,REP-16,Rep Name 33,Manager 1,Office Supplies,Binders,Archive Box Pack,OFF-BIN-394,6,730.84,18.72,2792.2,3564.3,772.1,21.66,UPI,14,0,5,Partner,Q2,Apr,2021
ORD-3492,2021-04-19,Central,Chhattisgarh,Raipur,CUST-4972,Customer 202,B2B,REP-21,Rep Name 2,Manager 3,Electronics,Laptops,GamerZ 15,ELE-LAP-581,3,1270.04,5.79,2384.05,3589.46,1205.41,33.58,Bank Transfer,3,0,5,Online,Q2,Apr,2021
ORD-4527,2021-04-19,South,Tamil Nadu,Chennai,CUST-2536,Customer 328,Enterprise,REP-29,Rep Name 25,Manager 2,Furniture,Desks,Wooden Classic,FUR-DES-387,191,537.91,19.17,57002.89,83040.87,26037.98,31.36,Bank Transfer,5,0,4,Online,Q2,Apr,2021
ORD-14820,2021-04-19,West,Maharashtra,Mumbai,CUST-3566,Customer 55,B2B,REP-10,Rep Name 3,Manager 3,Furniture,Chairs,Exec Leather,FUR-CHA-373,7,884.75,8.26,-2830.32,-5681.95,-2851.6299999999997,50.19,Bank Transfer,7,1,3,Partner,Q2,Apr,2021
ORD-4461,2021-04-20,Central,Madhya Pradesh,Indore,CUST-3838,Customer 214,B2C,REP-25,Rep Name 8,Manager 3,Electronics,Laptops,GamerZ 15,ELE-LAP-144,4,1148.37,8.56,2421.73,4200.21,1778.48,42.34,UPI,2,0,4,Online,Q2,Apr,2021
ORD-8542,2021-04-20,West,Maharashtra,Mumbai,CUST-2288,Customer 437,B2C,REP-27,Rep Name 10,Manager 3,Furniture,Chairs,Office Standard,FUR-CHA-312,13,427,5.19,3661.77,5262.98,1601.21,30.42,Bank Transfer,13,0,3,Partner,Q2,Apr,2021
ORD-9382,2021-04-20,South,Tamil Nadu,Chennai,CUST-8122,Customer 222,B2C,REP-15,Rep Name 35,Manager 5,Furniture,Desks,Standing Pro,FUR-DES-747,10,273.58,16.49,1447.4,2284.66,837.26,36.65,Cash,3,0,4,Online,Q2,Apr,2021
ORD-10605,2021-04-20,South,Karnataka,Bangalore,CUST-2081,Customer 359,B2B,REP-42,Rep Name 17,Manager 1,Office Supplies,Paper,Legal Size Ream,OFF-PAP-691,15,904.38,16.93,6501.75,11269.03,4767.28,42.3,Credit Card,1,0,5,Offline,Q2,Apr,2021
ORD-13610,2021-04-20,East,Odisha,Bhubaneswar,CUST-2082,Customer 363,B2C,REP-46,Rep Name 10,Manager 2,Electronics,Phones,V-Smart,ELE-PHO-535,14,559.08,3.58,4460.22,7547.09,3086.87,40.9,UPI,9,0,5,Offline,Q2,Apr,2021
ORD-5683,2021-04-21,Central,Chhattisgarh,Raipur,CUST-6685,Customer 389,B2B,REP-31,Rep Name 37,Manager 5,Electronics,Phones,S-Galaxy 22,ELE-PHO-499,6,1100.37,12.26,3455.15,5792.48,2337.33,40.35,UPI,1,0,5,Offline,Q2,Apr,2021
ORD-6102,2021-04-21,South,Karnataka,Bangalore,CUST-7198,Customer 296,B2C,REP-27,Rep Name 26,Manager 4,Office Supplies,Paper,Legal Size Ream,OFF-PAP-269,2,838.7,0.76,796.87,1664.58,867.71,52.13,UPI,4,0,1,Online,Q2,Apr,2021
ORD-7261,2021-04-21,North,Delhi,New Delhi,CUST-8116,Customer 215,B2C,REP-44,Rep Name 36,Manager 3,Furniture,Chairs,Ergo Deluxe,FUR-CHA-385,2,70.18,2.68,73.48,136.59,63.11,46.21,Cash,5,0,4,Online,Q2,Apr,2021
ORD-3165,2021-04-22,West,Gujarat,Ahmedabad,CUST-6211,Customer 157,Enterprise,REP-18,Rep Name 1,Manager 3,Electronics,Phones,X-Phone 12,ELE-PHO-926,115,1078.98,12.1,75150,109063,33913,31.09,Cash,3,0,3,,Q2,Apr,2021
ORD-7266,2021-04-22,East,West Bengal,Kolkata,CUST-3018,Customer 418,Enterprise,REP-41,Rep Name 30,Manager 2,Electronics,Phones,S-Galaxy 22,ELE-PHO-111,83,1265.94,20.13,72430.82,83926.99,11496.17,13.7,Cash,6,0,4,Partner,Q2,Apr,2021
ORD-8678,2021-04-22,West,Gujarat,Ahmedabad,CUST-4333,Customer 347,B2B,REP-22,Rep Name 16,Manager 3,Office Supplies,Binders,Archive Box Pack,OFF-BIN-419,11,720.46,11.05,4907.66,7049.21,2141.55,30.38,Credit Card,11,0,4,Partner,Q2,Apr,2021
ORD-8831,2021-04-22,East,West Bengal,Kolkata,CUST-6751,Customer 341,B2B,REP-11,Rep Name 24,Manager 5,Office Supplies,Binders,Ring Binder Set,OFF-BIN-219,1,306.59,8.04,173.2,281.93,108.73,38.57,UPI,8,0,4,Offline,Q2,Apr,2021
ORD-10411,2021-04-22,Central,Chhattisgarh,Raipur,CUST-2436,Customer 413,Enterprise,REP-26,Rep Name 10,Manager 1,Office Supplies,Binders,Ring Binder Set,OFF-BIN-180,25,557.35,16,7811.79,11704.83,3893.04,33.26,UPI,1,0,3,Online,Q2,Apr,2021
ORD-11169,2021-04-22,East,West Bengal,Kolkata,CUST-5216,Customer 480,Enterprise,REP-23,Rep Name 5,Manager 2,Electronics,Laptops,ProBook X1,ELE-LAP-139,50,327,10.59,9817.14,14618.18,4801.04,32.84,Credit Card,11,0,5,Offline,Q2,Apr,2021
ORD-11746,2021-04-22,West,Gujarat,Ahmedabad,CUST-8353,Customer 227,B2B,REP-33,Rep Name 5,Manager 2,Office Supplies,Binders,Archive Box Pack,OFF-BIN-131,7,1306.13,6.21,3746.82,8574.77,4827.95,56.3,Bank Transfer,7,0,4,Offline,Q2,Apr,2021
ORD-1487,2021-04-23,East,Odisha,Bhubaneswar,CUST-2283,Customer 375,B2B,REP-44,Rep Name 2,Manager 3,Electronics,Laptops,ProBook X1,ELE-LAP-649,3,674.49,0.01,872.55,2023.31,1150.76,56.88,UPI,2,0,4,Partner,Q2,Apr,2021
ORD-2422,2021-04-23,North,Delhi,New Delhi,CUST-8717,Customer 199,Enterprise,REP-22,Rep Name 17,Manager 3,Office Supplies,Binders,Ring Binder Set,OFF-BIN-326,160,1383.69,15.87,151900.51,186248.03,34347.52,18.44,UPI,1,0,5,Online,Q2,Apr,2021
